Date,elo_diff_pre,massey_diff,offdef_net_diff,volatility_home,volatility_away,games_played_home,games_played_away,same_conf_flag,cross_conf_flag,trend_margin_last5_vs_season_diff,trend_oppadj_last5_vs_season_diff,consistency_ratio_diff,row_index,y_true,pred_ridge,pred_huber,pred_histgb,pred_gbr,pred_xgb,pred_histgb_bag,pred_q50,outer_fold,pred_raw_mean,pred_raw_blend,pred_calibrated,pred_scaled,pred_final,core_candidate_key,postprocess_key,fold_id,y_pred_base,y_pred_final,postprocess_module
2025-01-23,69.90046654072216,10.0821549277651,2.571428571428571,14.0,45.0,2.0,1.0,1.0,0.0,0.0,0.0,0.4463768115942029,125,28.0,2.5694953624867223,1.2233019323051995,4.940270273839401,-0.8058140803757404,6.862696647644043,4.940270273839401,8.392194168944254,1,0.5422646938509823,0.5422646938509823,1.3421853778163488,1.3421853778163488,-3.017141933880208,elo_dynamic_k|compact_recency|hl=none|ridge=4|hgb=3,module=expand_affine_global|stack=pool|cal=pooled|scale=none|q50=0.00|win=0.000|eta=0.55,1,0.5422646938509823,-3.017141933880208,expand_affine_global
2025-01-23,82.08509396945851,6.382188277979597,-4.317460317460315,45.0,6.599663291074444,1.0,3.0,0.0,1.0,0.0,0.0,-0.5828506397854791,126,16.0,-7.017264245562902,-0.1885122606522689,-24.91444815100921,-21.081281610558033,-11.309316635131836,-24.91444815100921,-8.977786207441206,1,-21.980574090917752,-21.980574090917752,-19.41754782884905,-19.41754782884905,-36.24264772877724,elo_dynamic_k|compact_recency|hl=none|ridge=4|hgb=3,module=expand_affine_global|stack=pool|cal=pooled|scale=none|q50=0.00|win=0.000|eta=0.55,1,-21.980574090917752,-36.24264772877724,expand_affine_global
2025-01-23,48.545714997337654,9.234347791409224,1.7142857142857135,45.0,10.0,1.0,2.0,0.0,1.0,0.0,0.0,-0.5849802371541503,127,48.0,-4.181909873944688,-12.878175440385688,17.588972479132924,15.549891640585821,16.401527404785156,17.588972479132924,12.618854692432624,1,16.028276820462498,16.028276820462498,15.615940265279624,15.615940265279624,19.827695280890985,elo_dynamic_k|compact_recency|hl=none|ridge=4|hgb=3,module=expand_affine_global|stack=pool|cal=pooled|scale=none|q50=0.00|win=0.000|eta=0.55,1,16.028276820462498,19.827695280890985,expand_affine_global
2025-01-23,43.90355575346803,-4.072637940811616,-15.642857142857142,32.0,45.0,2.0,1.0,0.0,1.0,0.0,0.0,1.8695652173913044,128,-94.0,-22.994578135074633,-10.331986184762863,-44.47705414122298,-41.4343627625429,-34.61053466796875,-44.47705414122298,-40.348352473323764,1,-42.14820325134677,-42.14820325134677,-38.00643907752256,-38.00643907752256,-65.99376773378818,elo_dynamic_k|compact_recency|hl=none|ridge=4|hgb=3,module=expand_affine_global|stack=pool|cal=pooled|scale=none|q50=0.00|win=0.000|eta=0.55,1,-42.14820325134677,-65.99376773378818,expand_affine_global
2025-01-23,10.666703298046741,-17.453192294570847,-36.25396825396825,42.279493321887806,45.0,3.0,1.0,1.0,0.0,0.0,0.0,1.816898470553428,129,-78.0,68.33283312562673,79.06202089414954,-85.02867985286707,-81.76057181062757,-85.94681549072266,-85.02867985286707,-58.545323060504366,1,-82.527296907587,-82.527296907587,-75.22462544563628,-75.22462544563628,-125.56067326859934,elo_dynamic_k|compact_recency|hl=none|ridge=4|hgb=3,module=expand_affine_global|stack=pool|cal=pooled|scale=none|q50=0.00|win=0.000|eta=0.55,1,-82.527296907587,-125.56067326859934,expand_affine_global
2025-01-23,69.83467563259501,6.030428711378271,-0.8214285714285716,35.0,45.0,2.0,1.0,1.0,0.0,0.0,0.0,0.03260869565217392,130,-36.0,-10.18698952946012,2.7598251391584423,-35.52708722609986,-40.345547828895754,-21.028236389160156,-35.52708722609986,-11.760742696511473,1,-39.21509723634365,-39.21509723634365,-35.30293891396822,-35.30293891396822,-61.66687396032488,elo_dynamic_k|compact_recency|hl=none|ridge=4|hgb=3,module=expand_affine_global|stack=pool|cal=pooled|scale=none|q50=0.00|win=0.000|eta=0.55,1,-39.21509723634365,-61.66687396032488,expand_affine_global
2025-01-23,66.43629419969375,16.287802713531697,11.607142857142858,45.0,29.0,1.0,2.0,1.0,0.0,0.0,0.0,-0.16086956521739137,131,70.0,24.610003587208954,53.21366836404467,33.30576175800951,31.09266991834266,37.67817306518555,33.30576175800951,43.69008349681816,1,31.611879514052948,31.611879514052948,29.979646253193877,29.979646253193877,42.816497294223836,elo_dynamic_k|compact_recency|hl=none|ridge=4|hgb=3,module=expand_affine_global|stack=pool|cal=pooled|scale=none|q50=0.00|win=0.000|eta=0.55,1,31.611879514052948,42.816497294223836,expand_affine_global
2025-01-23,78.82147830979056,10.568486389947465,6.25,4.0,35.0,2.0,2.0,1.0,0.0,0.0,0.0,3.4055555555555554,132,20.0,-17.47911014105127,-11.175972610122683,-5.2536263063421265,-4.055138516464843,-10.63210391998291,-5.2536263063421265,-2.1796918822883433,1,-4.336313635225198,-4.336313635225198,-3.1544939931664557,-3.1544939931664557,-10.21398040049467,elo_dynamic_k|compact_recency|hl=none|ridge=4|hgb=3,module=expand_affine_global|stack=pool|cal=pooled|scale=none|q50=0.00|win=0.000|eta=0.55,1,-4.336313635225198,-10.21398040049467,expand_affine_global
2025-01-23,15.192261618883094,-3.3677745974099484,-14.13888888888889,3.0,43.27688631231328,2.0,3.0,1.0,0.0,0.0,0.0,4.6477294049412246,133,-32.0,-17.25489148015808,1.389074051550323,-37.66106552228595,-37.76976110908525,-40.63850784301758,-37.66106552228595,-48.79992784004796,1,-37.74426022807073,-37.74426022807073,-33.94724018637777,-33.94724018637777,-59.49710735103007,elo_dynamic_k|compact_recency|hl=none|ridge=4|hgb=3,module=expand_affine_global|stack=pool|cal=pooled|scale=none|q50=0.00|win=0.000|eta=0.55,1,-37.74426022807073,-59.49710735103007,expand_affine_global
2025-01-23,55.04927237268225,1.724467317492823,-6.75,30.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,-1.0935483870967742,134,-102.0,-18.33960749124938,-12.95969058949481,-30.33099923299818,-40.45029749165588,-32.61217498779297,-30.33099923299818,-19.352536037865967,1,-38.07622667201001,-38.07622667201001,-34.25322003534802,-34.25322003534802,-59.986821507945095,elo_dynamic_k|compact_recency|hl=none|ridge=4|hgb=3,module=expand_affine_global|stack=pool|cal=pooled|scale=none|q50=0.00|win=0.000|eta=0.55,1,-38.07622667201001,-59.986821507945095,expand_affine_global
2025-01-24,59.483201541381504,9.362384013273452,1.0,45.0,16.0,0.0,2.0,0.0,1.0,0.0,0.0,-0.23529411764705882,135,14.0,8.041474922307778,20.70127438064322,9.69478269381324,3.723815704587764,8.192298889160156,9.69478269381324,15.400353940215508,1,5.1246537994685974,5.1246537994685974,5.565861451281995,5.565861451281995,3.742760636045082,elo_dynamic_k|compact_recency|hl=none|ridge=4|hgb=3,module=expand_affine_global|stack=pool|cal=pooled|scale=none|q50=0.00|win=0.000|eta=0.55,1,5.1246537994685974,3.742760636045082,expand_affine_global
